country,sector,step (tC02perM$),total (tC02perM$),counterfactual (tC02perM$),change (%),output (M$),counterfactual output (M$),sector name
ARG,77T82,31.91731565796601,148.23753416876525,123.7180125842717,-16.54069714663399,26787.9670446724,27073.211584140307,Administration
ARG,84,33.169102931236615,195.51927512995718,159.68580554410963,-18.327333487723834,50559.100240866166,51778.445939100784,Public sector
ARG,85,13.638440400329312,131.01539869141115,104.65431596627765,-20.120598791004284,31895.142496608085,32771.034441918535,Education
ARG,86T88,12.174516758227591,141.73259436092064,113.56491081793844,-19.87382201672925,41480.08582424586,42589.24056240715,Health
ARG,90T93,16.30425062676191,225.9261443132364,179.5277867877116,-20.53695806944573,4784.028520266382,4940.326881489536,Entertainment
ARG,94T98,8.838317738450902,180.20894222825734,143.93193973616079,-20.13052296047948,20931.5851132124,21478.1096690238,Other service
AUS,01T02,2670.900305959225,3428.787052461802,3242.070907352005,-5.445545093730402,66380.54243523182,47345.82983103866,Agriculture
AUS,03,150.16181899332216,937.0496810893831,747.2374874325476,-20.25636393538558,8497.499621103718,8169.940606664091,Fishing
AUS,05T06,349.150448869764,591.9793248767018,537.424289061852,-9.215699522312292,125799.2430961901,106174.00112990044,"Mining, energy"
AUS,07T08,199.176102949272,519.3144084613928,447.36172730594154,-13.855321551472102,104398.27483553792,110293.38872930687,"Mining, non-energy"
AUS,10T12,40.53584508449444,1354.8498865330205,1021.7389655809126,-24.58655562237368,78523.09464290766,76807.70294366499,Food products
AUS,13T15,89.73456971604556,998.8464648431774,766.5800673046274,-23.253463441452595,4591.318611140894,4148.954902008704,Textiles
AUS,16,33.339010343583745,805.7134184662682,610.0918146743724,-24.279303199923774,11083.503620919302,11360.601799895616,Wood
AUS,17T18,78.23935233678411,530.9756231064705,419.59782518777587,-20.976066145387108,11797.132420356873,12041.043249558525,Paper
AUS,19,1315.9393294878062,1916.4392671384664,1804.39705878339,-5.8463740686326275,17650.80010344005,13537.208015561753,Coke
AUS,20,768.4847804590448,1400.9249424558684,1263.2353587772748,-9.828476851673372,12493.071651028822,11029.46701455587,Chemicals
AUS,21,185.4944448792026,636.6950995350505,529.2380675267557,-16.877314131483942,9029.920012379836,9009.90918070668,Pharmaceuticals
AUS,22,62.86500435687197,653.3972115110248,517.464342645665,-20.8040172915654,11039.528384668549,11921.021207369991,Plastics
AUS,23,714.917293427128,1201.1691934768746,1096.2702403912224,-8.733070549538027,15622.15881848495,15426.671387101991,Non-metallic minerals
AUS,24,593.3562873312093,1263.2848832486857,1123.028557734663,-11.102509606015147,41821.54091871672,50710.6323728546,Basic metals
AUS,25,19.503672554243085,603.7773925756238,465.5120037516458,-22.900060605806814,22662.398518572416,23652.380795265537,Fabricated metals
AUS,26,4.151482037176262,276.7324965793414,209.780953990213,-24.193596132260836,8189.846347769815,8599.85307364824,Electronic
AUS,27,5.1369716801312135,406.14171375961826,309.9509719689488,-23.684034053099396,4672.013297800966,5038.62500832695,Electrical equipment
AUS,28,6.41817351675792,384.75994406502747,291.1315039312525,-24.334248296374383,10127.49185267184,10566.61630726622,Machinery
AUS,29T30,5.7629492667672375,435.8908601041733,327.25674332560635,-24.922320406673478,19608.015751870043,20508.96446654398,Transport equipments
AUS,31T33,20.611433260212287,350.50843533782853,269.47615031363034,-23.118497831898765,16495.69904759249,17119.89085959912,Manufacturing nec
AUS,35,3146.065948022762,4586.469578872196,4163.214685501818,-9.228337528283674,56913.61940856064,39818.47637999367,Energy
AUS,36T39,26.180959071254115,260.6362538768726,202.88890325218168,-22.15630011777695,28723.164722627476,28459.24342364521,Water supply
AUS,41T43,26.07413369776974,401.9418950470063,314.05412458544896,-21.865789942419184,341602.9120369918,344285.2733694101,Construction
AUS,45T47,15.38681395954277,282.43731182605893,220.15468482854655,-22.0518410244145,212454.6386662844,212842.2092615435,"Wholesale, retail"
AUS,49,371.9015406836791,718.9226084194593,648.4899960916224,-9.796967226094324,43110.8727609087,41083.23159290096,Land transport
AUS,50,483.1064134733055,802.5708527073376,751.1163644788196,-6.411208188653376,20962.2553490683,20300.196324541856,Water transport
AUS,51,1011.409211362574,1384.7141611693473,1307.434426311536,-5.580916049313089,21434.449831432696,20225.10899465751,Air transport
AUS,52,16.114459113471565,215.6992044418715,171.6058163222675,-20.442072669529324,48776.07088548879,48561.371992077424,Warehousing
AUS,53,106.09309747927308,429.24379384703934,365.1313979554746,-14.936126464861857,11348.523406390505,11244.520916411382,Post
AUS,55T56,6.0541262984031965,407.6267565830465,303.69303165233634,-25.497277411801974,66566.16993707136,68122.6842410691,Tourism
AUS,58T60,11.498316789106044,210.4125029992756,164.24481495699163,-21.941513638304514,19655.050747438203,20208.213122786023,Media
AUS,61,33.70602244703729,247.80437386773647,197.21859631912702,-20.413593496783548,42752.00380775459,43172.12361118615,Telecom
AUS,62T63,3.689844547045225,122.4519085182516,96.51574946610779,-21.180689926346062,57726.009127015226,58333.400040175584,IT
AUS,64T66,8.416760541731337,77.79904165562233,62.344910725801675,-19.864166191440262,185938.52019913564,185218.30726555816,"Finance, insurance"
AUS,68,4.007029416669843,77.13529725549947,59.699502547177964,-22.60417127915896,212626.3402149114,216028.1692754571,Real estate
AUS,69T75,8.630043085895192,149.0890622293756,116.69836687524875,-21.725735523303044,137658.64065518384,137674.47656816468,R&D
AUS,77T82,7.057330306013566,181.43916863267867,139.46216344212007,-23.135580650471624,114632.58270774849,114666.67093136013,Administration
AUS,84,11.710540941276957,244.65954871454,182.88391750005025,-25.24963016529037,118440.30151597396,120241.84548580249,Public sector
AUS,85,4.772938367074307,123.51891904813516,95.06436754049322,-23.036593686958383,95538.6315368486,97681.69015332613,Education
AUS,86T88,5.935623497658179,138.69688536363017,106.38036014021343,-23.300108822696714,138822.8212798703,141452.05497766525,Health
AUS,90T93,6.072423010992886,149.58917385338592,115.41795530737686,-22.843376740285137,29642.203725620995,30248.44025554182,Entertainment
AUS,94T98,5.634738735896535,137.9445623138858,106.38849905706313,-22.87590226646155,24490.931428791973,24890.32721020722,Other service
AUT,01T02,773.3936365933283,1122.0410007976027,1055.4985567643203,-5.930482396452604,11746.427007101094,11991.718547733733,Agriculture
AUT,03,38.27640782531801,269.92347465318517,225.43162960814124,-16.483132896169877,104.5030144483462,109.6320944554089,Fishing
AUT,05T06,1963.196322299265,2357.1180716076133,2274.8179645916275,-3.4915564055666977,1269.7737906063408,970.7651642471809,"Mining, energy"
AUT,07T08,292.2867670192239,621.5190003496956,561.5010083020553,-9.656662469509598,1588.8717520686562,1562.3811068479795,"Mining, non-energy"
AUT,10T12,29.31333450070325,403.7365610085351,326.6625612864408,-19.090170959390747,27086.64890993385,28999.76298770559,Food products
AUT,13T15,26.480853594131155,249.32710052133197,203.92886874799984,-18.20830213739559,3398.68198281744,3461.303623153928,Textiles
AUT,16,34.44353039281215,417.0177986583383,351.29507068732835,-15.760173350504019,11046.02866753918,11495.028240752246,Wood
AUT,17T18,155.46204753654152,464.24670369874474,411.7039807254389,-11.31784513593476,10664.98239456344,10377.120590255345,Paper
AUT,19,192.86544730066268,1365.617330658405,1114.8731155726482,-18.361235571378216,7421.619687945318,7507.800451529238,Coke
AUT,20,184.22221073375312,615.2101037831662,533.4873558528631,-13.28371355212768,16869.994869899718,17509.68649309411,Chemicals
AUT,21,70.05710842798567,231.29138466417353,201.77816552118028,-12.760189570331534,5352.7758769187085,5481.96346094947,Pharmaceuticals
AUT,22,7.534533708763515,290.77560159252744,234.7088534310715,-19.281792507482777,8228.777306800948,8943.045759576145,Plastics
AUT,23,654.2897941735748,963.318623435481,908.7099864102502,-5.668803207653156,8167.99764812202,8507.405278932034,Non-metallic minerals
AUT,24,429.81555736416544,992.1368125441909,872.3449767059926,-12.074124689619111,21937.864587369942,23000.666036927432,Basic metals
AUT,25,7.803115757311794,338.38654920898017,266.24915898492293,-21.318043046535735,20120.168005054325,20990.03966368396,Fabricated metals
AUT,26,6.457074062479458,188.91452109409116,150.17763191569492,-20.50498233489573,11150.5612764108,11575.19411358681,Electronic
AUT,27,9.09662424810057,263.2526846500444,206.05625611091114,-21.726816809168525,15720.117276456622,16526.564619629105,Electrical equipment
AUT,28,7.695220482383187,227.079063026089,178.83543929784017,-21.245298040844105,30148.583855540197,31335.451275134685,Machinery
AUT,29T30,6.863792279919546,249.7448533299123,195.87827353485167,-21.56864458940541,25933.18572893736,26866.207215864117,Transport equipments
AUT,31T33,13.848621724737022,294.23644744770365,232.95489815141983,-20.82731416446147,15886.057426713176,16761.528688320428,Manufacturing nec
AUT,35,212.20784583801225,902.6735961368181,779.1452601172446,-13.684717992000543,39183.282631063565,41074.18502414593,Energy
AUT,36T39,25.20702935327761,157.63763041132685,136.45153605384903,-13.439744242663721,9917.868404731043,10304.791314275917,Water supply
AUT,41T43,26.143499072967145,229.02080702934305,191.22260998949716,-16.504263315692114,69233.2726751016,72649.681228888,Construction
AUT,45T47,14.517435491162692,113.93294475862791,95.53615059753878,-16.147036487175484,84174.64646175815,86566.38398875506,"Wholesale, retail"
AUT,49,186.0728477349936,345.3393168793421,316.95609773749794,-8.21893649362866,21631.31294541392,21720.706116209552,Land transport
AUT,50,665.2153120244665,918.0872254604179,871.5914470670217,-5.064418402083618,915.4930576486807,973.4362665033653,Water transport
AUT,51,851.2526756397847,1059.8053639901516,1021.2475632030915,-3.6381964176790405,3848.4460533857623,3829.5933252432815,Air transport
AUT,52,17.909873756680074,111.83815912707556,95.60944129698692,-14.510894990366253,15075.483147908548,15433.546354893428,Warehousing
AUT,53,12.836967828072076,106.63535676036771,93.11520501850845,-12.678863889621454,3661.300754935265,3773.4066369531056,Post
AUT,55T56,15.80050794783844,130.80466151457048,108.37284694937834,-17.149094157239517,34429.27289400344,36139.43162610726,Tourism
AUT,58T60,5.555301554649489,131.16681296326234,111.75788145942208,-14.797135849657636,7020.320970219716,7133.003554545685,Media
AUT,61,5.475496465076179,103.81068104480299,84.34727851520904,-18.748940218582973,7305.273641418284,7494.380660618569,Telecom
AUT,62T63,7.880257964232106,81.26464813184046,68.29301875669752,-15.962204566613394,16243.12307807464,16335.903971006457,IT
AUT,64T66,4.902409732722297,60.49502283602605,51.35141557903057,-15.114643863809363,32229.04828729258,33031.760514293266,"Finance, insurance"
AUT,68,6.721045936899607,65.03654104579499,55.647396525187716,-14.436721833032266,60109.691823705,63135.958221356144,Real estate
AUT,69T75,9.400847326783444,92.23092137735104,78.05219691252573,-15.373070390151327,42549.35604159656,43458.49803697938,R&D
AUT,77T82,14.491555974997032,83.6472383601872,71.7092772997772,-14.271793420130422,27671.28669218573,28654.61647491829,Administration
AUT,84,22.551558364221165,94.89644502486247,82.65721388525839,-12.897460106537665,30552.21235145872,32211.089112474914,Public sector
AUT,85,21.39380294673657,73.41345014372646,64.51635987713158,-12.119155616820152,26269.289354454293,27684.424012663276,Education
AUT,86T88,23.100332313795725,113.49401019744498,97.02566354545162,-14.510322283390508,42293.76386141973,44619.718748928186,Health
AUT,90T93,21.574822093568912,106.34092941571076,91.91830560921824,-13.562627189490911,7786.854476546435,8160.149832435008,Entertainment
AUT,94T98,18.09117797340343,102.14463147801222,87.44501543267029,-14.390982504554017,9728.49862285058,10225.917934957899,Other service
BEL,01T02,1078.1827397390325,1562.7656301189108,1434.6654682824872,-8.197016837814417,11827.406366277548,11389.870817261753,Agriculture
BEL,03,169.01015031012847,437.82810266815005,389.14232407750023,-11.119838652191547,177.50413182256165,184.974191008558,Fishing
BEL,05T06,182489.42598308504,194715.44810314977,182892.4013336925,-6.0719613593237085,35.691647530676256,0.18319696912854128,"Mining, energy"
BEL,07T08,103.89415602513296,740.8009420826301,365.4805826665386,-50.664130955468956,1078.6451823609236,1063.6518154409903,"Mining, non-energy"
BEL,10T12,47.57949598873317,590.8802552613824,453.1005791343723,-23.31769845077355,51997.18804473766,54075.856239600806,Food products
BEL,13T15,46.62657920076305,335.70619133327506,273.08917942259296,-18.652325613059233,6627.121382195312,6623.449430843126,Textiles
BEL,16,17.74481864726119,406.7620909968206,318.54379463813814,-21.687934621068706,4519.248963803976,4822.4810789082685,Wood
BEL,17T18,61.66236747147404,371.7838396250888,307.60048252128297,-17.2636221005542,8611.411169797346,8833.222373734257,Paper
BEL,19,180.58189934697475,825.0513351149746,721.0715361108303,-12.602827797333887,31740.50884007289,31985.322011914457,Coke
BEL,20,343.4309590077122,729.8205390876883,655.2202792382819,-10.221726555224166,39585.41732122849,39247.20530365558,Chemicals
BEL,21,98.53124095346897,246.89793531946324,220.39919627257967,-10.732669356913263,32598.79779162485,33423.04568090071,Pharmaceuticals
BEL,22,24.06870720602846,473.9885018506561,365.71176898453535,-22.84374672452212,17283.853114296267,18551.780268161867,Plastics
BEL,23,783.7828678068388,1221.1432322872354,1111.3620439385447,-8.990033719719136,10308.81591302052,10302.585618097366,Non-metallic minerals
BEL,24,202.10224549654976,850.6634174750974,677.2415045115017,-20.38666638308476,32840.08621325934,40018.957169075555,Basic metals
BEL,25,12.925520622191234,390.5829290062945,289.91717229931754,-25.773209536598728,17020.59100213666,17936.20673306872,Fabricated metals
BEL,26,11.378956236217876,219.29196468229648,172.76824374670372,-21.215424378633728,5097.128312647239,5292.805777095888,Electronic
BEL,27,11.538054583344149,363.40508956335634,278.8289738988622,-23.2732336704792,4246.816449519518,4440.239368063524,Electrical equipment
BEL,28,11.594774853872671,287.40407640299634,219.81143932060365,-23.518329290366324,14920.513953940015,15502.583850308263,Machinery
BEL,29T30,8.372036150155955,255.6947482933274,197.30956192580985,-22.833940375083245,18872.35042541673,19719.77635054561,Transport equipments
BEL,31T33,32.51813012271661,289.57690223939096,230.8554460650046,-20.278363267330548,11716.540851586047,12802.361549393418,Manufacturing nec
BEL,35,907.9130655854416,1300.1829574908948,1216.3781710075061,-6.445614903699081,17208.696065988777,16769.404590228984,Energy
BEL,36T39,24.299495920243032,249.96102649297615,174.28798869668003,-30.273934644136418,14485.897203602544,15651.46083892502,Water supply
BEL,41T43,14.76769218981108,308.17372734018073,229.1353500097562,-25.647344441915138,101031.35823953593,105681.42300969863,Construction
BEL,45T47,16.219749018574372,147.05188647542602,121.1031242733949,-17.64599069347365,128608.64848224068,132093.59745685,"Wholesale, retail"
BEL,49,127.71835186014836,327.4519191795209,280.44516581184973,-14.355314662822423,27842.514002167994,28629.538615487705,Land transport
BEL,50,2254.757130620227,2665.527445501339,2586.026235880981,-2.9825695381427693,3709.4904308825817,2415.0289008595546,Water transport
BEL,51,734.1282356652144,1106.7396601075188,1042.4877023442796,-5.805516878016036,7440.117045832908,7494.745129980802,Air transport
BEL,52,27.37312607403935,215.03428343575396,180.870876146737,-15.887423504365998,34194.12154345431,34254.75838048906,Warehousing
BEL,53,38.299298368344616,227.39752437921442,195.13585528457952,-14.187344027912303,5822.56097371004,5906.337835517824,Post
BEL,55T56,13.251625287093958,247.5376389700127,192.47364819946097,-22.244694180517058,23997.05644482017,24960.35409505061,Tourism
BEL,58T60,11.636049413241064,138.56199994971158,114.64050653249828,-17.264108071401353,11258.116509107513,11393.058506181294,Media
BEL,61,9.935837336526982,111.42831739521989,90.34811204635135,-18.91817613479718,18619.46746248422,18985.275999944814,Telecom
BEL,62T63,9.285150893482664,135.35204620304816,107.66654447128255,-20.45443900436736,45987.40557891368,46624.44497619005,IT
BEL,64T66,6.189667010556314,79.18155643286939,66.3972722762733,-16.145532788856812,184824.15904586436,188151.15257546864,"Finance, insurance"
BEL,68,11.631736801561493,67.7504616010887,56.16883948475308,-17.09452872000729,67573.74357838668,70588.4473163822,Real estate
BEL,69T75,13.47378850007553,99.77016486035764,83.61381752346989,-16.193565841552754,114295.99032160608,116561.96802283567,R&D
BEL,77T82,31.61475377389689,172.10886489929712,145.31732301833372,-15.566625168691601,58042.52068903002,59373.1167473763,Administration
BEL,84,21.76683192247492,84.55868354184386,72.11039409766404,-14.721479714167728,54532.51094268736,57217.763045171654,Public sector
BEL,85,12.114923184418432,47.66470890614327,40.75874417740099,-14.488632968137566,42014.29858462897,44100.01063494665,Education
BEL,86T88,16.623803789313218,123.53447257388234,101.95081018717707,-17.471772807219224,65749.0917152575,69044.18667911459,Health
BEL,90T93,13.213744552343847,144.95718777997578,118.61843537200674,-18.170021653529503,9081.45299196922,9459.628833513845,Entertainment
BEL,94T98,12.337353666601606,124.06502349700975,101.81976944568599,-17.930318654120853,14427.729382668424,15063.602770332094,Other service
BGR,01T02,1916.5890576272927,2625.993584106028,2444.027243537362,-6.929428223664644,5385.650387036316,3896.7158032661428,Agriculture
BGR,03,76.65084669246924,830.8614259576568,656.4958545210036,-20.986119464588,65.2308515268004,66.52823407528193,Fishing
BGR,05T06,850.3771714014656,2004.3572169325146,1614.7168382239054,-19.439667511209308,531.2340082498472,449.9337021885285,"Mining, energy"
BGR,07T08,263.3612561382199,930.0871155173041,729.9990793108964,-21.512827440375958,1452.356119179847,1398.342278017896,"Mining, non-energy"
BGR,10T12,50.65729199378568,971.2355979474336,716.4135242999358,-26.236895989606182,6534.103718781592,6780.5613991615455,Food products
BGR,13T15,25.57968776927267,410.13743216434335,307.5456683133881,-25.013996725333385,2384.704635577124,2536.1442759506754,Textiles
BGR,16,85.43758247612888,1063.1613679542488,806.2001635296288,-24.1695392787897,627.9795088654441,608.7030188600056,Wood
BGR,17T18,90.56665283504898,747.5000685755036,569.3256125291857,-23.836045444900293,1225.616675954302,1226.2921968303237,Paper
BGR,19,457.2179773728705,1746.35807254531,1480.559009489769,-15.220192653167615,3739.954999399877,3426.681343424706,Coke
BGR,20,2067.074155456965,3167.200660008541,2857.1352713657107,-9.78988772508005,1722.781891084478,949.930785612041,Chemicals
BGR,21,946.5931104724052,1888.7133578849473,1594.4709385402832,-15.578987574597761,729.9862975499057,497.85809114070753,Pharmaceuticals
BGR,22,12.816561210050654,657.1069149510365,466.1288853670689,-29.063463682800858,2028.625274274896,2258.8142216240417,Plastics
BGR,23,2449.719569800641,3670.33353383095,3354.2769584867024,-8.611113198052053,1666.701752450903,1199.520465827557,Non-metallic minerals
BGR,24,68.07189516595419,1309.6727726888626,967.6852187743814,-26.112442821297535,6028.26081894128,7752.325041616115,Basic metals
BGR,25,26.379214571074723,669.5482581645167,484.0909145305706,-27.698876275528576,2615.695771156876,2770.7849284339513,Fabricated metals
BGR,26,18.051500170218667,451.68707864745437,322.6429182051176,-28.56937170501989,775.5588105135536,811.7114586158494,Electronic
BGR,27,16.35861174273492,648.2815780709913,472.05909463128904,-27.18301574511264,2139.5458581956977,2245.3064940188506,Electrical equipment
BGR,28,19.066675284368827,634.31426483437,459.84462346936033,-27.50523692078194,2150.3486784406755,2231.2182940910516,Machinery
BGR,29T30,11.707780629310944,505.92981911936135,374.90499665023617,-25.89782565044129,1793.678978526936,1886.108493671301,Transport equipments
BGR,31T33,16.0582564492654,435.5363682964816,321.06726580385543,-26.282329289824972,2117.2908844381645,2357.4238309764455,Manufacturing nec
BGR,35,5239.640260709884,6117.010403071216,5909.391325284075,-3.3941266093466282,4342.091988757567,2634.4033198746015,Energy
BGR,36T39,49.913216983362815,909.4673458387709,625.2878189356803,-31.246809267352134,1081.8777723343178,1113.556074804931,Water supply
BGR,41T43,68.47372784976704,761.1901741051186,582.289582787683,-23.502745753090835,9813.982984457683,10205.195032937516,Construction
BGR,45T47,37.421304898944406,379.5419676111216,285.33738287857557,-24.82059766024821,15205.242081658424,15356.59929074857,"Wholesale, retail"
BGR,49,534.7228406787045,1085.28446758715,954.1013321549221,-12.0874424494326,6270.538202078964,5751.236951505895,Land transport
BGR,50,1245.6624132503623,1790.140605723375,1654.3265223825854,-7.586783010595354,150.9237157677763,130.95481753092048,Water transport
BGR,51,455.1016404200717,1019.1519039236571,886.1627231778645,-13.049004788569249,758.0724158268365,845.4948374034067,Air transport
BGR,52,34.71017768571157,487.7912799347153,354.6618998687105,-27.292283716884498,2765.759393952004,2746.5708297636966,Warehousing
BGR,53,100.4195929954548,364.320419935109,301.4157349249143,-17.26630777967344,517.8272332009316,532.2229236108718,Post
BGR,55T56,11.601580063831634,470.99403108543845,335.29103023256954,-28.812042594283398,2930.6352938938285,3044.2764744816313,Tourism
BGR,58T60,7.925417116306117,160.3191558898424,121.00371404738975,-24.523234060355733,883.234269852861,938.9048428669824,Media
BGR,61,11.27148229538115,315.1465561854832,215.35315672465632,-31.665711556147315,1951.8284661650227,2037.4547456259195,Telecom
BGR,62T63,7.312874693156158,140.9827815001316,104.06800417788034,-26.183890635053757,3828.863637743463,3982.437350683373,IT
BGR,64T66,8.677922468008342,118.7574751640973,87.7375358569726,-26.120409906207442,5646.512766234235,5778.197629785232,"Finance, insurance"
BGR,68,8.23275212414295,222.73488388347388,156.6897526234908,-29.651902795134376,8138.22631723834,8540.99935525339,Real estate
BGR,69T75,9.339343816632455,179.39256503342932,135.65024252363838,-24.38357604265242,4497.103953406461,4664.658830295594,R&D
BGR,77T82,31.746290612700697,301.63097205474844,233.57852609439658,-22.561491446574593,3118.474571022581,3219.246627528451,Administration
BGR,84,6.175942720996443,220.57551721385877,153.3172383487116,-30.492177787771865,5019.476604698558,5304.787912907708,Public sector
BGR,85,8.021875407864878,64.57856032526466,50.03646376878823,-22.51845888671386,2742.500834459554,2898.5941037054868,Education
BGR,86T88,9.34151497393234,284.1209453001395,203.40444185454263,-28.409205579803213,3639.666595287551,3836.430338548424,Health
BGR,90T93,8.529013036542606,251.4939613104162,185.59224726162373,-26.204094009021034,2462.1840663187377,2581.120124356878,Entertainment
BGR,94T98,8.11106067380336,362.9036163311064,263.9977238475521,-27.254038822615215,1356.17281664865,1412.4192838672168,Other service
BRA,01T02,7948.681707145448,8785.61339973225,8454.883862162242,-3.7644444675893425,150883.8592721441,55719.17092926638,Agriculture
BRA,03,11.662928510580498,153.92128460602345,95.09896353212872,-38.21584599196673,7288.049474271304,7207.217178548769,Fishing
BRA,05T06,871.1265085788615,1253.775137660149,1170.548912255861,-6.6380503891318625,53870.10115560333,44054.68103398274,"Mining, energy"
BRA,07T08,267.8043779715307,559.7443695787166,488.97913050733524,-12.642420883061632,37598.2517170397,38205.79564287464,"Mining, non-energy"
BRA,10T12,35.82412103487388,2800.927510963269,1541.0192720806067,-44.9818224124396,197855.5173230911,182962.1906911534,Food products
BRA,13T15,19.744123336799657,638.2787972271434,397.1681399545895,-37.77513185774056,42797.54464585749,44010.36267275802,Textiles
BRA,16,16.290215178947577,1067.8226211046685,628.4268150449349,-41.148763603188726,8474.573913025342,8696.440810019267,Wood
BRA,17T18,134.65915286700874,923.566467136997,631.3441671833427,-31.64063555268811,33944.96328455581,34096.31283864894,Paper
BRA,19,300.09947140548644,1480.2646613695524,1134.4569517412601,-23.361208211803714,130186.48397101772,116072.13860723694,Coke
BRA,20,251.9653353937935,1519.3984389023099,1041.9659843134186,-31.422465784143668,82443.47178564977,69833.09788026413,Chemicals
BRA,21,135.22297168106354,387.6829408310161,317.3568566022036,-18.140102857779937,19767.35141056158,19966.851473696544,Pharmaceuticals
BRA,22,121.83695198106604,871.9652140745859,625.2072182626799,-28.299064209091128,31427.24713430981,31720.81628192722,Plastics
BRA,23,2044.530843870456,2654.149024321875,2506.3141921545357,-5.569952207378805,21749.168095611025,16794.022055521487,Non-metallic minerals
