,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0
1,2018,1e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/2_results.csv,,82961753.95007612,wage,WLD,46312.684132790586,0.9999987899381104
2,2018,2e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/3_results.csv,,82961753.95007612,wage,WLD,46114.51461287222,0.9999952095877188
3,2018,3e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/4_results.csv,,82961753.95007612,wage,WLD,45919.19633999978,0.9999893241830836
4,2018,4e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/5_results.csv,,82961753.95007612,wage,WLD,45726.50791185555,0.9999811919065188
5,2018,4.999999999999999e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/6_results.csv,,82961753.95007612,wage,WLD,45536.30309527784,0.9999708670069412
6,2018,6e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/7_results.csv,,82961753.95007612,wage,WLD,45348.47434854021,0.9999584010341306
7,2018,7e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/8_results.csv,,82961753.95007612,wage,WLD,45162.935959778406,0.999943843396878
8,2018,8e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/9_results.csv,,82961753.95007612,wage,WLD,44979.615551527895,0.9999272416527528
9,2018,9e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/10_results.csv,,82961753.95007612,wage,WLD,44798.44948708816,0.9999086416855636
10,2018,9.999999999999996e-06,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/11_results.csv,,82961753.95007612,wage,WLD,44619.38023590501,0.9998880878265366
11,2018,1.1e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/12_results.csv,,82961753.95007612,wage,WLD,44442.35478165215,0.9998656229445888
12,2018,1.2e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/13_results.csv,,82961753.95007612,wage,WLD,44267.32361443009,0.9998412885251592
13,2018,1.2999999999999998e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/14_results.csv,,82961753.95007612,wage,WLD,44094.24006520016,0.999815124737507
14,2018,1.4e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/15_results.csv,,82961753.95007612,wage,WLD,43923.05984855307,0.9997871704926986
15,2018,1.5e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/16_results.csv,,82961753.95007612,wage,WLD,43753.74073554081,0.9997574635074058
16,2018,1.6e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/17_results.csv,,82961753.95007612,wage,WLD,43586.242312926304,0.99972604034421
17,2018,1.7e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/18_results.csv,,82961753.95007612,wage,WLD,43420.52579803202,0.9996929364703944
18,2018,1.8e-05,uniform,,,,False,False,producer,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_60/19_results.csv,,82961753.95007612,wage,WLD,43256.55389370927,0.9996581863008132
